,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,cluster_9,cluster_14,hot_or_not
5YaskwnGDZFDRipaqzbwQx,0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,150053,0,1,9,N
10Igtw8bSDyyFs7KIsKngZ,0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123,216632,0,1,1,N
4JRiumJUzCL9SwuRyf1SdT,0.782,0.634,2,-9.032,1,0.223,0.0806,0.000421,0.187,0.635,102.041,124706,5,4,1,N
7BEPdOI0neT6p7PnLViqmH,0.716,0.624,6,-5.398,0,0.0739,0.238,0.0,0.128,0.783,90.983,157081,3,2,3,N
0mnAmQX1pciMncT2qFCNmK,0.689,0.808,0,-3.28,1,0.0572,0.0721,0.0,0.241,0.674,91.012,207680,5,4,1,N
43MGiVpukiSOnm7RdltAtZ,0.541,0.8,6,-3.687,1,0.0382,0.0442,0.0,0.398,0.56,129.939,299164,2,6,8,N
5tVA6TkbaAH9QMITTQRrNv,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,256000,1,0,0,N
343YBumqHu19cGoGARUTsd,0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007,210937,4,8,10,N
3AEZUABDXNtecAOSC1qTfo,0.761,0.838,4,-3.073,0,0.0502,0.4,0.0,0.176,0.71,93.974,222560,3,2,2,N
4vBoopG4WzohMju1GUmwoi,0.422,0.366,7,-7.181,1,0.0333,0.728,0.0,0.112,0.224,80.197,299347,1,0,4,N
2ktxr00GpTtbMNeBjNeY8D,0.85,0.516,0,-7.664,0,0.0714,0.763,0.0,0.0896,0.874,108.963,158532,3,2,2,N
5Jq958VQwRyQFujau4TMKD,0.708,0.815,5,-4.164,0,0.0692,0.166,0.0,0.523,0.855,174.024,204828,2,6,13,N
1ZAyjvIk9YiD76yYy0TEG6,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,175230,0,1,9,N
60iSKGrGazRzICtMjADNSM,0.688,0.53,11,-5.507,1,0.0333,0.443,0.0,0.0995,0.162,106.958,205687,0,1,9,N
2w0TmCC0w8SASWpfvdXnxi,0.829,0.598,2,-5.662,1,0.248,0.0691,0.0,0.0847,0.158,130.15,166560,4,8,7,N
0DcrhZ12WcCqruCs8ibXSf,0.681,0.373,2,-13.2,1,0.0568,0.633,0.00113,0.0751,0.623,123.423,164733,1,0,0,N
7y9iMe8SOB6z3NoHE2OfXl,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,181279,5,4,7,N
7zfmu6GIyvkfDzp3X1Gj3R,0.773,0.761,7,-5.71,1,0.295,0.0352,0.0,0.303,0.632,150.065,246400,4,8,10,N
6jA8HL9i4QGzsj6fjoxp8Y,0.611,0.644,6,-7.607,0,0.0553,0.124,0.0,0.124,0.13,105.969,221904,3,5,12,N
6X8rafA2jNs00EYtlao12t,0.594,0.336,0,-14.1,0,0.0312,0.913,0.94,0.114,0.149,139.959,222654,6,3,6,N
3yIzotqlArHD8rDU4uGLZl,0.0814,0.611,10,-25.657,0,0.07,0.00134,0.00157,0.455,0.0221,85.317,160125,1,5,4,N
2ExpCKBxiHbgzepERl1t4D,0.643,0.539,0,-10.142,1,0.0386,0.123,0.000155,0.0542,0.758,94.092,228853,5,4,7,N
3hWfKBt3n7j1xqIy6LA5ve,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093,198095,6,7,11,N
2hrUO4drrO63i7FYbCLBl2,0.717,0.73,9,-4.729,0,0.0568,0.383,0.0,0.398,0.792,102.002,251173,2,2,3,N
02zPsXmSUP6Rr1Z2w5KMpf,0.775,0.595,1,-10.096,1,0.0732,0.117,0.0128,0.0536,0.829,127.995,224760,5,4,1,N
5uu28fUesZMl89lf9CLrgN,0.522,0.833,0,-3.715,1,0.0575,0.0454,0.0,0.127,0.296,180.009,193569,0,4,5,N
2PYDUM2IC01FOTDLQdFxJP,0.738,0.422,5,-9.76,1,0.0365,0.851,0.00111,0.712,0.315,122.071,268525,2,6,13,N
1qbXrxctv75pm1lWCn6Zw3,0.701,0.663,6,-7.227,1,0.202,0.0123,1.04e-05,0.131,0.334,100.001,167080,0,1,9,N
6NSMQFKgjpQb0KkjMDYIK0,0.815,0.514,6,-9.446,0,0.361,0.54,0.0,0.611,0.623,120.054,264000,2,6,13,N
5Jqg1ta5RhBIYuJ1gdHCAt,0.836,0.621,1,-4.684,0,0.0894,0.389,9.16e-05,0.104,0.762,101.993,240082,3,2,2,N
7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,3,2,3,N
5PT8Qo493tEfA8GamvaMFw,0.555,0.598,9,-6.332,1,0.073,0.715,0.0,0.1,0.471,176.039,284950,0,5,5,N
4r0VyqkDOosEkG92kx1SL9,0.522,0.658,0,-7.55,1,0.0352,0.000853,0.0,0.247,0.434,146.018,164213,5,4,7,N
7F9vK8hNFMml4GtHsaXui6,0.683,0.53,5,-4.918,0,0.142,0.207,0.0,0.394,0.645,75.016,190428,2,2,2,N
6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,5,4,1,N
2wAJTrFhCnQyNSD3oUgTZO,0.831,0.427,2,-6.903,1,0.106,0.0531,0.0,0.307,0.216,93.004,235320,5,4,7,N
0GTPmh5G40joBg93vcSQNq,0.698,0.719,0,-4.923,0,0.0455,0.00829,4.01e-06,0.326,0.364,120.062,186700,3,2,2,N
1F9xcExF9W7m5BxTdlJLED,0.321,0.939,6,-4.86,0,0.0616,0.00342,0.81,0.0905,0.179,131.933,194261,6,7,11,N
7KflGu9Nlb0JFXpDOt2TRN,0.497,0.914,2,-5.256,1,0.0575,0.00805,0.00366,0.136,0.728,140.049,157667,5,4,5,N
6tTZfzCuQxamzX7DlNC0hh,0.74,0.545,8,-11.001,1,0.291,0.479,0.0,0.11,0.197,100.216,187200,4,8,10,N
7gVwgc8b3XnO87TpmXXFA5,0.686,0.703,6,-6.141,0,0.0606,0.00728,0.0,0.0946,0.457,144.902,172005,3,2,12,N
161M16lJpF7elH98Q4MysB,0.828,0.565,5,-9.763,1,0.21,0.48,0.00985,0.205,0.516,109.968,248739,4,8,0,N
2BOqDYLOJBiMOXShCV1neZ,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,260285,1,0,4,N
1zB4vmk8tFRmM9UULNzbLB,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,5,4,7,N
1f2ETfkMwP1wvXgl4vvAlX,0.722,0.935,9,-0.442,0,0.388,0.113,0.0,0.127,0.764,159.772,157649,4,8,10,N
3BomnHfqKZCdPJC9bkGBjE,0.522,0.697,1,-5.288,0,0.103,0.0291,0.0,0.319,0.235,169.775,193959,3,5,12,N
78qd8dvwea0Gosb6Fe6j3k,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,134240,3,2,3,N
1M5W7ohpFE7H9CVQVEikj6,0.668,0.91,11,-3.377,0,0.245,0.22,0.0,0.0631,0.837,97.968,178776,3,2,3,N
4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,2,6,7,N
5B4qFKNHeWm22qclL8DvAg,0.706,0.848,6,-6.03,0,0.162,0.545,0.0,0.18,0.302,91.013,162775,3,2,12,N
33uqKCRcIQzcrN1NwRnwkI,0.444,0.127,0,-14.194,1,0.0515,0.985,0.000999,0.0926,0.217,146.721,246271,1,0,4,N
3aVNCtmLR9BSgFALSySejF,0.957,0.743,2,-3.931,1,0.0611,0.0117,0.257,0.0994,0.673,105.022,177609,5,4,1,N
3WQilym5Vi4ypxb70vx0eY,0.576,0.604,5,-7.558,0,0.047,0.27,0.0,0.176,0.734,99.746,192391,3,2,2,N
42tD9J0KCPFSc1d2hFTvAf,0.567,0.773,11,-5.166,0,0.0775,0.0396,0.0,0.111,0.496,160.08,180000,3,2,5,N
5qBRtFJnlBZvPsPGnftWHs,0.468,0.598,0,-8.737,1,0.111,0.12,0.0,0.0998,0.928,204.265,162333,5,4,5,N
7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,1,0,4,N
4fcBSqcpNfjPHFDmGNXhJe,0.787,0.61,9,-6.73,0,0.114,0.242,0.0,0.382,0.575,91.997,215000,3,2,3,N
6dgUya35uo964z7GZXM07g,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,163648,0,1,9,N
2TL9UACmry1qTiurBc2PjV,0.683,0.787,8,-2.962,0,0.0841,0.425,0.0,0.136,0.792,173.941,206897,3,2,5,N
2MShy1GSSgbmGUxADNIao5,0.91,0.366,1,-9.954,1,0.0941,0.0996,0.0,0.261,0.74,119.985,152000,5,4,1,N
45OnzxxdG54d8Vrw9Wu1LB,0.58,0.125,11,-16.729,0,0.0482,0.794,0.0,0.171,0.403,77.759,211500,1,0,0,N
5w9c2J52mkdntKOmRLeM2m,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,3,2,3,N
65ES1qwOB577ZnTkizMXJJ,0.901,0.934,11,-2.345,1,0.273,0.00794,7.68e-05,0.194,0.868,150.037,156800,0,1,1,N
1wJRveJZLSb1rjhnUHQiv6,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,189487,4,8,9,N
5hEM0JchdVzQ5PwvSfITeX,0.76,0.838,7,-3.828,0,0.0529,0.547,1.3e-06,0.0664,0.745,93.05,210323,3,2,3,N
0WVAQaxrT0wsGEG4BCVSn2,0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011,193321,5,4,7,N
2imCmZa01FzAv5j0BiD9ab,0.406,0.31,2,-17.339,1,0.243,0.259,1.24e-05,0.108,0.0881,108.445,187826,1,0,4,N
7p4vHnYXkxlzvfePJVpcTr,0.55,0.596,7,-8.214,1,0.134,0.162,0.00481,0.0805,0.253,165.736,297404,0,5,8,N
5fqYqPWlfQhIkcUY3XAJlm,0.496,0.15,0,-22.415,0,0.0355,0.981,0.94,0.123,0.464,134.311,89601,7,3,6,N
0EhyUkKRh4olNJY0lJ9rhG,0.632,0.824,2,-3.018,1,0.0491,0.158,0.0,0.219,0.716,176.021,262033,0,4,5,N
7qLUUHpvOezSnNERh4IRPx,0.288,0.503,8,-4.7,1,0.0356,0.147,1.82e-06,0.374,0.265,73.468,164533,2,5,9,N
58jAcDo0Tc5ylzfBwg9VSi,0.709,0.752,3,-5.561,0,0.0527,0.274,0.00584,0.11,0.306,97.01,215258,3,2,12,N
3CBxVM0zGj41BQtE6m7gwb,0.342,0.196,0,-12.149,1,0.0461,0.928,0.0317,0.158,0.235,187.224,373825,1,0,4,N
4OgwXdylh75fHfwUzJTUqg,0.771,0.826,11,-3.978,1,0.0604,0.142,0.03,0.145,0.185,100.012,212280,0,1,9,N
5CLGzJsGqhCEECcpnFQA8x,0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,210773,5,4,7,N
0OI7AFifLSoGzpb8bdBLLV,0.653,0.718,3,-5.232,0,0.213,0.00413,0.0,0.0537,0.216,82.034,202805,3,8,12,N
0QwD3AF2EQC6CQRraLvcBB,0.534,0.789,1,-4.5,1,0.0445,0.0236,0.0,0.1,0.891,89.306,312529,5,4,8,N
7vJS1DPc3FzBtqBs8n3mW5,0.727,0.583,7,-7.385,0,0.0718,0.065,0.0,0.106,0.629,147.983,171840,3,2,3,N
3CIyK1V4JEJkg02E4EJnDl,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,173381,2,6,3,N
6uW0PIRcyZLvkoonm763xD,0.856,0.523,4,-10.481,0,0.131,0.442,0.0,0.0537,0.709,105.935,219667,3,2,2,N
6zFMeegAMYQo0mt8rXtrli,0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,0.837,151.947,154998,3,2,2,N
7nns9KjsadA1Cx7as2eGNG,0.374,0.697,9,-6.544,1,0.0637,0.411,0.211,0.122,0.244,87.96,276437,1,5,8,N
3Q1DprZauQyNo8KGlY8brZ,0.558,0.579,7,-8.065,0,0.0272,0.00331,0.916,0.0935,0.487,104.972,192000,6,7,11,N
23npY8FTjeWHGVlbV4XT6J,0.49,0.374,9,-6.398,0,0.0388,0.834,0.0,0.294,0.424,129.534,237029,1,0,4,N
1UZOjK1BwmwWU14Erba9CZ,0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,231907,0,5,9,N
6bSeGQcsve915cgePuw2bZ,0.647,0.464,10,-8.813,0,0.303,0.197,0.0,0.195,0.879,186.211,115329,4,8,10,N
0NeO8RLuVdFRigkKhjBgbT,0.741,0.441,4,-6.183,1,0.0303,0.361,0.0,0.275,0.676,106.021,245067,5,4,1,N
3GeAaPavWvvXz7d6f629ay,0.817,0.649,2,-7.551,1,0.2,0.00343,0.0422,0.0728,0.963,75.007,206500,5,4,1,N
1DWZUa5Mzf2BwzpHtgbHPY,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,342040,1,0,4,N
2S1LebN6AXXQqJolBxlWgO,0.694,0.664,2,-4.649,1,0.05,0.639,0.0,0.0929,0.676,95.941,281500,5,4,1,N
4UBKe75v9DYcehHirq4ot4,0.581,0.673,0,-4.421,0,0.0549,0.0768,0.0,0.4,0.621,160.075,171817,2,6,2,N
56dvgOREJb960dnCuMoRkm,0.452,0.622,10,-5.527,0,0.0275,0.0593,0.0,0.213,0.338,140.076,238779,3,5,12,N
026pfPaB52WIGawu0PzN5j,0.641,0.314,2,-11.56,1,0.0375,0.425,0.41,0.116,0.123,95.969,218467,1,0,4,N
4K3qWRGB96v5UgfwN6qcd7,0.756,0.268,8,-14.951,1,0.0297,0.674,0.922,0.158,0.559,99.051,106666,6,7,11,N
6dTKMOztkIDrVaEMAfC75v,0.567,0.324,5,-7.956,1,0.0324,0.718,0.0,0.0749,0.455,93.612,231118,1,0,4,N
78nLeZtgvDeKygduWsgeUk,0.917,0.476,3,-6.621,1,0.0656,0.303,0.0,0.103,0.87,93.99,218360,5,4,1,N
5z4O1H0vFY0Nh4ZMtfgapP,0.751,0.525,10,-5.209,1,0.0311,0.285,1.43e-05,0.268,0.663,119.877,192973,0,1,9,N
5CGpPUcUahMuLzkNK9ZgPP,0.24,0.615,2,-14.117,1,0.0677,0.171,0.0125,0.0801,0.768,166.657,334000,1,5,8,N
5eKpOnlRJC70PfzunR3UWO,0.54,0.878,11,-4.427,0,0.0641,0.0586,0.0,0.294,0.657,184.002,192493,3,2,5,N
2vrpcQNg6itmgVZWsNjWe0,0.773,0.378,1,-7.062,0,0.0531,0.14,0.0,0.133,0.513,94.946,163813,3,2,2,N
1nM60x7ZOBAVVe3ipKxD8b,0.871,0.725,0,-9.506,1,0.0777,0.238,0.0538,0.326,0.745,128.98,156360,5,4,1,N
1YSxSSc16T1u7XYm1EjCkC,0.447,0.0458,2,-25.633,1,0.0379,0.993,0.94,0.126,0.319,145.476,111827,7,3,6,N
5qRCsAyI0Hi380917HcEZQ,0.645,0.783,6,-5.412,1,0.164,0.182,0.0,0.16,0.631,91.084,192094,5,1,9,N
7gL0eIncXB5ELO8BFMR3Uv,0.846,0.848,5,-4.752,1,0.121,0.104,0.0,0.0837,0.553,91.971,214413,5,1,1,N
2Eg6dOam7cAe5turf2bnCg,0.855,0.912,10,-4.832,0,0.145,0.183,0.0,0.122,0.885,104.072,157023,3,2,3,N
7dZ1Odmx9jWIweQSatnRqo,0.666,0.423,0,-8.012,1,0.043,0.494,0.0,0.106,0.154,129.89,205280,1,0,7,N
2fOlBMkWR7lXJfqp5VTbDG,0.879,0.448,7,-8.57,0,0.222,0.0346,0.0,0.224,0.278,136.985,198913,4,8,10,N
4RVwu0g32PAqgUiJoXsdF8,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,298899,1,0,4,N
5H6SZcjJzBNsB2VzKW2Ivd,0.778,0.752,1,-4.976,0,0.149,0.25,0.00386,0.0866,0.791,180.017,171814,3,2,2,N
74OLXYsvpfmSgPCMMi898K,0.678,0.531,0,-10.92,1,0.0384,0.393,0.0016,0.125,0.574,149.393,216265,5,4,7,N
3jOn1ZdPldABfKQY4JBhov,0.803,0.749,4,-4.358,1,0.143,0.287,0.0,0.369,0.67,93.005,214600,5,4,1,N
2fBL047Cv32R3UFEup6xkP,0.538,0.676,11,-8.846,0,0.038,0.665,7.98e-06,0.135,0.158,82.522,191846,1,0,12,N
1Ff71LUQO0KBk5Slu3K6Vu,0.721,0.805,9,-4.134,0,0.0927,0.05,0.0,0.153,0.653,118.058,189133,3,2,3,N
7KoljkVz2vrXkRkjNXApYd,0.718,0.0515,10,-22.061,1,0.118,0.905,0.0,0.0799,0.773,121.924,98019,1,0,0,N
2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,0,1,9,N
1hrHUEYoVBC1hNCXkX7tIA,0.874,0.589,2,-6.871,1,0.079,0.179,8.49e-05,0.113,0.454,135.025,160547,5,4,7,N
6TGwxVbZHpRNZmMW43SRLS,0.799,0.293,5,-11.896,1,0.0398,0.836,0.0,0.121,0.922,176.038,196520,1,0,0,N
3JHpk0DOTOzyh0777JFAky,0.801,0.745,6,-3.733,0,0.063,0.398,0.00603,0.153,0.245,104.965,214013,3,2,12,N
7woh2lJvyILYxSQ1kXTI3d,0.489,0.714,0,-5.771,1,0.0274,0.0427,0.000306,0.099,0.284,90.991,251947,5,5,7,N
6Pur3hWy6Nzc27ilmsp5HA,0.714,0.735,4,-7.125,0,0.0306,0.176,0.000622,0.115,0.68,123.57,222227,3,2,2,N
0JP9xo3adEtGSdUEISiszL,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,3,2,3,N
19OXtYzrJyCrQvTbfukt4H,0.764,0.741,9,-3.617,1,0.101,0.239,0.0,0.107,0.802,170.081,198570,0,1,5,N
5Jey2NN31NEPU58pEreqt0,0.758,0.514,7,-13.426,0,0.0473,0.0913,4.48e-06,0.15,0.787,124.64,216483,3,2,3,N
39oeKRgsLeynDIbWuXyA47,0.9,0.316,9,-8.797,1,0.332,0.684,0.0771,0.0853,0.844,129.914,107077,4,8,10,N
4JLBDUYSaOMPYND0iWeSWQ,0.668,0.798,11,-5.701,1,0.0334,0.00305,0.0144,0.277,0.575,133.928,215280,0,1,9,N
2kju4JyRnNmiwQYhFrLgKy,0.526,0.647,3,-6.259,1,0.106,0.474,0.0,0.305,0.55,142.28,237563,0,4,7,N
0q2vG0UVuy6ajjcpkQHdZM,0.852,0.752,1,-5.793,1,0.0597,0.0169,0.0,0.394,0.389,89.95,216600,5,4,7,N
0ubC3qaHZGLyBkOQEQrwab,0.561,0.787,10,-6.052,0,0.337,0.054,0.0,0.156,0.463,79.265,194067,4,8,10,N
3umS4y3uQDkqekNjVpiRUs,0.683,0.691,8,-5.535,1,0.0432,0.243,0.0,0.14,0.732,179.91,219507,0,1,5,N
6Qyc6fS4DsZjB2mRW9DsQs,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533,0,5,8,N
3Q43pdlVosVchkKfG7dTSf,0.588,0.524,2,-8.903,1,0.0309,0.105,1.52e-06,0.194,0.383,134.965,185945,5,5,7,N
4liGjmhCupa7RP9JaQELYx,0.733,0.744,1,-3.51,1,0.0553,0.0772,0.0,0.341,0.529,92.515,241133,5,4,7,N
75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,1,0,4,N
2w1rq80FIrbxeJy9WYURxw,0.735,0.787,7,-4.375,0,0.16,0.667,6.15e-06,0.0721,0.455,168.997,203093,3,2,5,N
5pvVAwQbuFoR7LkcicrKnk,0.741,0.559,10,-7.775,1,0.03,0.00728,0.000971,0.21,0.466,101.999,221983,0,1,9,N
7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4,8,10,N
2MPNexg1A0DyUrEgpy5ncF,0.818,0.722,7,-3.868,1,0.0657,0.151,0.0,0.088,0.971,100.993,120186,5,1,1,N
0afhq8XCExXpqazXczTSve,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,170827,0,1,9,N
6KfoDhO4XUWSbnyKjNp9c4,0.628,0.639,8,-5.46,1,0.0435,0.00162,0.0,0.354,0.493,108.045,185773,0,1,9,N
2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,5,4,7,N
4loQgPwJHocL3dFwLfjb1J,0.823,0.537,8,-2.627,1,0.211,0.176,3.75e-06,0.124,0.608,175.965,231595,0,1,5,N
06s3QtMJVXw1AJX3UfvZG1,0.691,0.765,8,-4.727,1,0.111,0.464,3.29e-06,0.203,0.855,174.021,246000,0,1,5,N
7rZaHvE9ZJOp2mempZZzxA,0.816,0.512,10,-8.434,0,0.0644,0.107,0.000535,0.102,0.556,134.977,173000,3,2,3,N
0jLNtXSoXNQ09T3zyhBPDl,0.637,0.745,7,-8.181,1,0.0377,0.0188,0.0355,0.133,0.55,169.917,276434,0,5,5,N
1a17gIb57XhPj2CMbqYABw,0.522,0.738,0,-4.48,0,0.117,0.685,0.0,0.652,0.608,129.685,161840,2,6,13,N
3V0nnQhqvbE3JmiDdnzQFQ,0.708,0.211,9,-9.603,0,0.0424,0.853,0.0,0.131,0.362,72.5,152280,1,0,0,N
7jEyX4bqaCSdMN4D4JNnVj,0.738,0.794,11,-4.118,0,0.0416,0.101,0.0,0.0533,0.566,104.014,184134,3,2,3,N
5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,1,0,4,N
7Gk5OrMYaMRtT2JmgJVAfk,0.716,0.426,10,-9.576,1,0.128,0.401,0.0,0.11,0.434,88.794,202288,1,0,0,N
5aszL9hl6SBzFNsOvw8u8w,0.694,0.948,2,-5.307,1,0.0361,0.00936,1.62e-05,0.139,0.705,115.044,58149,5,4,1,N
77MdvMx9L4ZQuLhhn3o21h,0.429,0.486,1,-9.971,1,0.101,0.866,0.0,0.0982,0.661,146.99,209493,1,0,4,N
7c5h27Ju8JE5xWKTQ88KhL,0.463,0.62,7,-5.647,1,0.167,0.131,0.0,0.0619,0.158,83.031,202640,0,5,9,N
4nTduFjaTmGysc9WKNuCcs,0.808,0.497,6,-4.008,1,0.0453,0.18,0.0,0.0642,0.962,87.987,184722,5,1,1,N
1e8J3XClxZbFmvIHLI8CE4,0.733,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,0.42,126.035,222732,0,1,9,N
4cG7HUWYHBV6R6tHn1gxrl,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,169153,5,4,1,N
4Vbz3osCh6DwHYv5gVv5H2,0.724,0.733,11,-5.539,0,0.0382,0.0249,0.000318,0.127,0.672,125.993,208107,3,2,3,N
7gwwt1IaAWwmB7af0AcuBM,0.801,0.579,11,-4.78,0,0.0813,0.333,0.000355,0.172,0.231,99.994,212406,3,2,12,N
7rYCenkV4OXJgiUuKrhDCb,0.874,0.652,9,-8.915,0,0.114,0.15,6.34e-06,0.106,0.503,102.963,144588,3,2,3,N
0Tm5ER6IrGfmW0yZ5lkQli,0.668,0.703,10,-8.192,0,0.199,0.281,0.0029,0.159,0.588,176.889,281440,3,2,5,N
3yfgR6FY7ppEOR1DGK7OkL,0.478,0.254,0,-15.505,0,0.0345,0.481,0.00192,0.471,0.346,119.953,155480,1,0,4,N
1DIXPcTDzTj8ZMHt3PDt8p,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,240693,2,6,9,N
7floNISpH8VF4z4459Qo18,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4,8,10,N
0i0wnv9UoFdZ5MfuFGQzMy,0.514,0.618,11,-4.585,0,0.0317,0.175,0.0,0.117,0.401,84.259,150333,3,2,12,N
6XHVuErjQ4XNm6nDPVCxVX,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,260640,3,5,12,N
7rj8aNwZqTvrUeLlAyNWtZ,0.588,0.841,0,-5.138,1,0.0932,0.026,0.0,0.33,0.871,134.577,214867,5,4,1,N
46HdsiK0uR26B2dY9QPzda,0.732,0.801,9,-3.859,1,0.0327,0.39,0.0,0.31,0.824,123.981,196480,0,1,1,N
6hcqxx32EL884qpJXDstsA,0.728,0.638,8,-6.41,0,0.252,0.24,0.000501,0.106,0.598,160.036,177253,4,8,10,N
0q3yDDxPh0k5nvgh2SPcsS,0.612,0.61,8,-5.241,1,0.0612,0.0952,6.03e-06,0.0743,0.632,89.926,184003,0,1,9,N
6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,3,2,2,N
5jakU1mpB03Dkl1ao0XlyK,0.509,0.515,7,-6.151,1,0.0421,0.12,0.0,0.0913,0.59,104.011,262748,0,5,9,N
3ws2dqZHmQv0A9KeIATRSS,0.628,0.168,5,-8.012,1,0.063,0.902,0.0,0.204,0.388,120.557,213000,1,0,4,N
2kXGdDDOLi6WnulwfnzyBm,0.13,0.101,9,-22.36,1,0.0353,0.933,0.847,0.115,0.0585,65.726,164500,7,3,6,N
2yjHvbMtfyoXXJYpsR3rYP,0.739,0.887,0,-5.084,1,0.0317,0.167,0.0,0.225,0.873,98.011,196990,5,4,1,N
6jRq8gaZhMUyy5RclRPcAf,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,188344,3,2,2,N
3HGpam99mqC5g3z5fpeqIz,0.616,0.828,0,-4.195,1,0.155,0.0583,0.0,0.083,0.478,94.872,220579,5,4,7,N
7foypmc7KZyU716Yv63BPe,0.866,0.648,1,-3.675,1,0.0543,0.009,0.0,0.0967,0.0798,150.058,140793,5,4,7,N
60Yqyrbna0z4hrvvJpHpFH,0.853,0.731,4,-5.239,0,0.0562,0.0914,2.09e-05,0.2,0.902,110.056,163082,3,2,2,N
42tFTth2jcF7iSo0RBjfJF,0.839,0.902,1,-3.612,0,0.0536,0.0868,0.00257,0.272,0.639,114.953,189050,3,2,2,N
4EKZsrsCKyqr64FBHLc0DU,0.715,0.874,6,-3.576,1,0.0548,0.126,0.000162,0.105,0.652,96.995,214293,5,1,9,N
4syk6yGY3M0tEbSbxnYm8u,0.476,0.565,1,-4.593,0,0.0646,0.562,0.0,0.196,0.672,174.827,225121,3,5,5,N
66S2z95FN3nUAr9S1gUIsp,0.852,0.593,6,-5.892,1,0.0702,0.386,0.168,0.154,0.87,90.002,221407,5,1,1,N
0Psl8daRPXmuiGqzGq4UrR,0.743,0.604,1,-11.781,1,0.304,0.283,0.0,0.132,0.714,95.938,172069,4,8,10,N
1FKG2wgJ75wS9MFNVZFiWd,0.711,0.646,2,-5.444,0,0.225,0.0216,0.0,0.0921,0.778,160.931,131500,4,2,2,N
2MOoIbJWIYikwIXjBDe26i,0.406,0.408,3,-9.419,1,0.053,0.771,7.88e-06,0.394,0.525,79.705,204712,1,0,4,N
